id,name,recorded_at,method_family,execution_backend,transport,model,reasoning_effort,stage_models,group,n,temperature,workers,max_semantic_attempts,max_http_attempts,legacy_max_retries,max_output_tokens,timeout_seconds,protocol,dataset_sha256,case_set_sha256,environment_counts,run_dir,status,eligible,run_kind,fresh_end_to_end,failed_outputs,csv_verified,step_exact,step_exact_denominator,step_module_exact,step_module_exact_denominator,all_correct,all_correct_denominator,semantic_parent,metrics_path,metrics_sha256,per_example_sha256
R169,luna-gaia-v3.26-same-step-consumer-witnessed-state-ledger,2026-08-23T20:32:37+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.26-same-step-consumer-witnessed-state-ledger,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p26-same-step-consumer-witnessed-state-ledger-case50,complete_scored,True,scored_run,True,0,True,19,50,11,50,7,50,agentdebug.codex-agent-judge.luna-gaia.v3.25-predecessor-feedback-aligned-state-ledger,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p26-same-step-consumer-witnessed-state-ledger-case50/scored/metrics.json,79be2bf9811268f53891fe26489a010dc1acd5bf7aad4e1fb80303a2350d40d8,f6597bd58869915eb80d2a9debaa700e8e856b5c50157c0ab28f007bbd71423c
R170,luna-gaia-v3.27-prior-feedback-matured-capability-admission,2026-08-23T23:15:24+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.27-prior-feedback-matured-capability-admission,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p27-prior-feedback-matured-capability-admission-case50,complete_scored,True,scored_run,True,0,True,21,50,12,50,9,50,agentdebug.codex-agent-judge.luna-gaia.v3.26-same-step-consumer-witnessed-state-ledger,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p27-prior-feedback-matured-capability-admission-case50/scored/metrics.json,2010c2127d060178a78bb39fe63784097e9fd6635ec57ff4d94a49e793d20df7,3a377ba276c13362abaeb9dd1877849c7d8a3155416855e47ac78e11a20c3b72
R171,luna-gaia-v3.28-clean-v3.20-prior-feedback-matured-capability-admission,2026-08-24T00:48:01+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.28-clean-v3.20-prior-feedback-matured-capability-admission,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p28-clean-v3p20-prior-feedback-matured-capability-admission-case50,complete_scored,True,scored_run,True,0,True,19,50,13,50,11,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p28-clean-v3p20-prior-feedback-matured-capability-admission-case50/scored/metrics.json,895df0b4becf7b22a9d63ef037a6dbbc1de8976ca4d68ad8d44b94c5fbfc15b0,b98c4644229551439fd490fadd1439e9fe8b75b09962a6d0a4bedf131d99e3cd
R172,luna-gaia-v3.29-clean-v3.20-acquisition-anchor-zero-contribution-challenger,2026-08-24T02:23:01+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.29-clean-v3.20-acquisition-anchor-zero-contribution-challenger,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p29-clean-v3p20-acquisition-anchor-zero-contribution-challenger-case50,complete_scored,True,scored_run,True,0,True,20,50,14,50,8,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p29-clean-v3p20-acquisition-anchor-zero-contribution-challenger-case50/scored/metrics.json,a357fe1584313b00a4f4175dc5d33ab2d7244308f1cce580e48cd5b8d537c98a,d024e44f43a9573f28deb94d1805e4cc6603dcc7bfa1802c547d3ebe156171c0
R173,luna-gaia-v3.30-clean-v3.20-bounded-bidirectional-challenger,2026-08-24T03:44:28+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.30-clean-v3.20-bounded-bidirectional-challenger,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p30-clean-v3p20-bounded-bidirectional-challenger-case50,complete_scored,True,scored_run,True,0,True,20,50,13,50,9,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p30-clean-v3p20-bounded-bidirectional-challenger-case50/scored/metrics.json,8277d3a3c710129aa0276ba2754415d09a511ba4768404d5f92b92b063855220,3400344baa2acea14d71385a51391227fa6225aa5f77e93a034ad89410a45392
R174,luna-gaia-v3.31-clean-v3.20-dual-anchor-disagreement-adjudication,2026-08-24T06:11:14+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.31-clean-v3.20-dual-anchor-disagreement-adjudication,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p31-clean-v3p20-dual-anchor-disagreement-adjudication-case50,complete_scored,True,scored_run,True,0,True,21,50,13,50,10,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p31-clean-v3p20-dual-anchor-disagreement-adjudication-case50/scored/metrics.json,6631e3be9ec0c89ccdb6a4230003bcaf606d96c420f9fa91458215acce87637a,a79e4ef1bdcca3f47b2e34a3ddc1436b9011c61f5a2330218f2835af4090b7c8
R175,luna-gaia-v3.32-clean-v3.20-complete-step-census-challenger,2026-08-24T07:50:54+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.32-clean-v3.20-complete-step-census-challenger,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p32-clean-v3p20-complete-step-census-challenger-case50,complete_scored,True,scored_run,True,0,True,21,50,13,50,11,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p32-clean-v3p20-complete-step-census-challenger-case50/scored/metrics.json,7044f27defd3fa02ac0ef0bb69e17fe3f243ca9fbcde97bdfa9148e4a7909f84,9bb913a7436272fda0c055ff452ff3c86296fc64ece47c5a05d2a8c530239d9f
R176,luna-gaia-v3.33-clean-v3.20-anchor-blind-complete-step-census-freeze,2026-08-24T09:55:57+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.33-clean-v3.20-anchor-blind-complete-step-census-freeze,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p33-clean-v3p20-anchor-blind-complete-step-census-freeze-case50,complete_scored,True,scored_run,True,0,True,22,50,16,50,12,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p33-clean-v3p20-anchor-blind-complete-step-census-freeze-case50/scored/metrics.json,61abe99aa555dbe54e9eb2431d416c76c933c2cc6c0cc3c9100edc8c75be746a,b90411768534db72f211de4c8140bef2244f80037a8d05104e70f1f7f06a98f7
R177,luna-gaia-v3.34-clean-v3.20-observable-impact-bidirectional-challenger,2026-08-24T11:38:54+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.34-clean-v3.20-observable-impact-bidirectional-challenger,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p34-clean-v3p20-observable-impact-bidirectional-challenger-case50,complete_scored,True,scored_run,True,0,True,23,50,14,50,10,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p34-clean-v3p20-observable-impact-bidirectional-challenger-case50/scored/metrics.json,3b896c4d35c459e1ebcdd3316dd1e81e01565428aa7f1115dee34b2fca3ca613,98ee62febfc1bec55858415eede57d9622d7ec4a2e01a15124e98492bb9cd73d
R178,luna-gaia-v3.35-clean-v3.20-veto-closed-observable-impact-challenger,2026-08-24T13:16:56+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.35-clean-v3.20-veto-closed-observable-impact-challenger,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p35-clean-v3p20-veto-closed-observable-impact-challenger-case50,complete_scored,True,scored_run,True,0,True,22,50,13,50,8,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p35-clean-v3p20-veto-closed-observable-impact-challenger-case50/scored/metrics.json,2f1f8456266d92d99e7a02788a6d021e1182c623a69ce02d8de5750d58c821b3,4592f51b731579ed35e50ce7e194bb3515aa8ba4df5c2ae6d8db1e0582ddb018
R179,luna-gaia-v3.36-clean-v3.20-task-predicate-maturity-closure,2026-08-24T14:51:27+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.36-clean-v3.20-task-predicate-maturity-closure,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p36-clean-v3p20-task-predicate-maturity-closure-case50,complete_scored,True,scored_run,True,0,True,22,50,13,50,10,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p36-clean-v3p20-task-predicate-maturity-closure-case50/scored/metrics.json,88ef1579386afe67c204303c9172bcf360f2b2a8062cd817f41197ef44637a59,4b5939a34c87d0f329667d5b98702a9139be92dc4f6550bb4b0f2751e53d33e5
R180,luna-gaia-v3.37-clean-v3.20-factorized-anchor-blind-specialist-panel,2026-08-24T16:43:53+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.37-clean-v3.20-factorized-anchor-blind-specialist-panel,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p37-clean-v3p20-factorized-anchor-blind-specialist-panel-case50,complete_scored,True,scored_run,True,0,True,22,50,13,50,9,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p37-clean-v3p20-factorized-anchor-blind-specialist-panel-case50/scored/metrics.json,1dc2b9815b25bac8e937255bf95c2888951c124a622f5c744c8ac2e9387cb263,6b51d4a690bc726c8ccbc2879d2bf34c1992c3772577fe5034f41fedd680f1ea
R181,luna-gaia-v3.38-clean-v3.20-typed-boundary-calibration,2026-08-24T18:13:14+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.38-clean-v3.20-typed-boundary-calibration,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p38-clean-v3p20-typed-boundary-calibration-case50,complete_scored,True,scored_run,True,0,True,20,50,14,50,11,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p38-clean-v3p20-typed-boundary-calibration-case50/scored/metrics.json,8ac440d89b2c393ed93c119d2ccfbf0a2fd02e9117576c19f9c93b6ebaa36af2,0db1cf7a6a11263c68827ba8736c9f0ebc5905d8cc45fc1ac585e93efb3db92e
R182,luna-gaia-v3.39-clean-v3.20-bounded-typed-boundary-challenger,2026-08-24T19:56:18+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.39-clean-v3.20-bounded-typed-boundary-challenger,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p39-clean-v3p20-bounded-typed-boundary-challenger-case50,complete_scored,True,scored_run,True,0,True,25,50,14,50,9,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p39-clean-v3p20-bounded-typed-boundary-challenger-case50/scored/metrics.json,1d5c201a10d2b3bca02cf560ced13c1c8b8d72a6d9d0577d8ec8fc5425e399ed,af3740666513c6413b512fcc72eb0bc944489fef9b016b9bb7b1296613cc3783
R183,luna-gaia-v3.40-clean-v3.20-complete-typed-boundary-census-challenger,2026-08-24T21:50:06+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.40-clean-v3.20-complete-typed-boundary-census-challenger,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p40-clean-v3p20-complete-typed-boundary-census-challenger-case50,complete_scored,True,scored_run,True,0,True,22,50,13,50,9,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p40-clean-v3p20-complete-typed-boundary-census-challenger-case50/scored/metrics.json,e8645904cd3cdf13f4c572bb95886c4fa2f578f61fdc157c123a7506b793567c,5fcf2da8a89afc6c40e07cb911563a637a518f24dcf5808882a6d3c58ea5f816
R184,luna-gaia-v3.41-clean-v3.20-owner-factored-boundary-census-challenger,2026-08-24T23:37:49+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.41-clean-v3.20-owner-factored-boundary-census-challenger,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p41-clean-v3p20-owner-factored-boundary-census-challenger-case50,complete_scored,True,scored_run,True,0,True,23,50,13,50,10,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p41-clean-v3p20-owner-factored-boundary-census-challenger-case50/scored/metrics.json,defc840ddda1376e55ad1bb9745576ab1009b5506b6ca51e85af34a3cc2f1c5e,06af9f8dab8dab9d549a98511313fe73d71eb1f54eec4233ae9fbdd90439d200
R185,luna-gaia-v3.42-clean-v3.20-anchor-blind-three-specialist-tournament,2026-08-25T01:37:10+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.42-clean-v3.20-anchor-blind-three-specialist-tournament,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p42-clean-v3p20-anchor-blind-three-specialist-tournament-case50,complete_scored,True,scored_run,True,0,True,22,50,14,50,9,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p42-clean-v3p20-anchor-blind-three-specialist-tournament-case50/scored/metrics.json,bb06bc58607cf4a116d5e87d3af4196b349b8e7d19310993dc76bb22d8dd6cbe,35b9a8c91bbab8127f30fe4f43798f142fdd5d6f25ffc9a60392f1c7b2e2e76e
R186,luna-gaia-v3.43-clean-v3.20-direction-factorized-anchor-aware-challenger-tournament,2026-08-25T03:25:38+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.43-clean-v3.20-direction-factorized-anchor-aware-challenger-tournament,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p43-clean-v3p20-direction-factorized-anchor-aware-challenger-tournament-case50,complete_scored,True,scored_run,True,0,True,21,50,14,50,9,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p43-clean-v3p20-direction-factorized-anchor-aware-challenger-tournament-case50/scored/metrics.json,2f3b2aa4b0f5fea7809f39f907264e5bcb0c25bd69867a27d1a8304e468c2e79,07aaf7af9a7406ea05cbe97cdadd85bd1e4b05dce2e2670ae5f71c42deafb1b5
R187,luna-gaia-v3.44-clean-v3.20-provenance-blind-independent-boundary-ballot-tournament,2026-08-25T06:53:37+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.44-clean-v3.20-provenance-blind-independent-boundary-ballot-tournament,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p44-clean-v3p20-provenance-blind-independent-boundary-ballot-tournament-case50,complete_scored,True,scored_run,True,0,True,13,50,9,50,5,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p44-clean-v3p20-provenance-blind-independent-boundary-ballot-tournament-case50/scored/metrics.json,f9c011b51f6ccf7d0bc7c9f5a841b04910cf39987f98c40303b0e889ab8465d4,3a751abe53a2a4d1527c15b3f4358e6c70337df1dcb389a76f199f74bf4076d1
R188,luna-gaia-v3.47-clean-v3.20-relative-io-module-complete-local-error-profile-causal-promotion,2026-08-25T15:28:28+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.47-clean-v3.20-relative-io-module-complete-local-error-profile-causal-promotion,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p47-clean-v3p20-relative-io-module-complete-local-error-profile-causal-promotion-case50,complete_scored,True,scored_run,True,0,True,19,50,13,50,8,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p47-clean-v3p20-relative-io-module-complete-local-error-profile-causal-promotion-case50/scored/metrics.json,363ffd9aa3c8cded795a3f6a32e1ef9cb917f567421f3ab7bff27b07e3c62647,15da30fdf6b42873e2490b81d4d0ed2ac3935e4a916f3c2b3c74bb04cce7111d
R189,luna-gaia-v3.48-clean-v3.20-profile-critical-compression-anchor-duel,2026-08-25T18:37:55+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.48-clean-v3.20-profile-critical-compression-anchor-duel,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p48-clean-v3p20-profile-critical-compression-anchor-duel-case50,complete_scored,True,scored_run,True,0,True,19,50,14,50,10,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p48-clean-v3p20-profile-critical-compression-anchor-duel-case50/scored/metrics.json,7a9bc7d09a2bf8bffcd7da8a1acb64ee60a9fb824177f3a7d9a6d386e9567dea,72be446a1091d3296b7160b081d313437853cc7e66761359b25779d2519f42a8
R190,luna-gaia-v3.49-clean-v3.20-anchor-blind-global-causal-proposal-duel,2026-08-25T20:45:14+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.49-clean-v3.20-anchor-blind-global-causal-proposal-duel,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p49-clean-v3p20-anchor-blind-global-causal-proposal-duel-case50,complete_scored,True,scored_run,True,0,True,25,50,16,50,10,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p49-clean-v3p20-anchor-blind-global-causal-proposal-duel-case50/scored/metrics.json,e38dda790a7fae084035759e5e7a2962a88419ef949cebf1cf8a22f89fd9bf4f,c27fcbb8d91fb295ca7a61452e3ec98f0860e3540dcd8b94aaa01c3b7a9bf819
